,Movie Title,Review,Number of RT Reviews,Year,movie_ID,movie_title,year,genres,avg_rating,numVotes,directorID,director_name
249,The Kid Stays in the Picture,91%,112,2002,tt0303353,The Kid Stays in the Picture,2002,"Biography,Documentary",7.4,6528.0,"nm0123379,nm0605137",
250,Scratch,93%,46,2002,,,,,,,,
251,Atanarjuat: The Fast Runner (Atanarjuat),91%,97,2002,,,,,,,,
252,Standing in the Shadows of Motown,91%,92,2002,tt0314725,Standing in the Shadows of Motown,2002,"Documentary,Music",7.8,3173.0,nm0433225,Paul Justman
253,Alias Betty (Betty Fisher and Other Stories)(Betty Fisher et autres histoires),92%,51,2002,,,,,,,,
254,Lantana,90%,105,2002,,,,,,,,
255,Chicago,85%,255,2002,tt0299658,Chicago,2002,"Comedy,Crime,Musical",7.2,199377.0,nm0551128,Rob Marshall
256,Chicago,85%,255,2002,tt0758594,Chicago,2002,Comedy,10.0,7.0,nm0571903,Nick McKinney
257,The Weather Underground,91%,58,2002,tt0343168,The Weather Underground,2002,"Documentary,History,War",7.5,3273.0,"nm0338316,nm0796903",
258,Murderous Maids,91%,53,2002,,,,,,,,
259,Russian Ark,89%,104,2002,tt0318034,Russian Ark,2002,"Drama,Fantasy,History",7.4,17063.0,nm0812546,Aleksandr Sokurov
260,The Girl From Paris,91%,43,2002,,,,,,,,
261,Roger Dodger,88%,123,2002,tt0299117,Roger Dodger,2002,"Comedy,Drama",7.0,16292.0,nm1071898,Dylan Kidd
262,About Schmidt,85%,203,2002,tt0257360,About Schmidt,2002,"Comedy,Drama",7.2,116727.0,nm0668247,Alexander Payne
263,Rabbit-Proof Fence,87%,142,2002,tt0252444,Rabbit-Proof Fence,2002,"Adventure,Biography,Drama",7.5,25847.0,nm0637518,Phillip Noyce
264,Baran,89%,62,2002,,,,,,,,
265,Lilo & Stitch,86%,146,2002,tt0275847,Lilo & Stitch,2002,"Adventure,Animation,Comedy",7.2,147833.0,"nm0213450,nm0761498",
266,Lilo & Stitch,86%,146,2002,tt0335260,Lilo & Stitch,2002,"Action,Adventure,Comedy",6.4,74.0,\N,
267,Late Marriage,88%,64,2002,,,,,,,,
268,Lovely & Amazing,86%,123,2002,,,,,,,,
269,I Am Trying to Break Your Heart,88%,60,2002,tt0327920,I Am Trying to Break Your Heart,2002,"Documentary,Music",7.5,1897.0,nm1215448,Sam Jones
270,Harry Potter and the Chamber of Secrets,82%,234,2002,tt0295297,Harry Potter and the Chamber of Secrets,2002,"Adventure,Family,Fantasy",7.4,486501.0,nm0001060,Chris Columbus
271,Harry Potter and the Chamber of Secrets,82%,234,2002,tt0304140,Harry Potter and the Chamber of Secrets,2002,"Adventure,Fantasy",7.4,2492.0,\N,
272,Harry Potter and the Chamber of Secrets,82%,234,2002,tt0594852,Harry Potter and the Chamber of Secrets,2002,"Documentary,Short",6.8,12.0,\N,
273,Monster's Ball,85%,143,2002,,,,,,,,
274,Springtime in a Small Town (Xiao cheng zhi chun),88%,43,2002,,,,,,,,
275,24 Hour Party People,86%,99,2002,tt0274309,24 Hour Party People,2002,"Biography,Comedy,Drama",7.4,30175.0,nm0935863,Michael Winterbottom
276,The Bourne Identity,83%,189,2002,tt0258463,The Bourne Identity,2002,"Action,Mystery,Thriller",7.9,471397.0,nm0510731,Doug Liman
277,Narc,84%,158,2002,tt0272207,Narc,2002,"Crime,Drama,Mystery",7.2,36631.0,nm0138620,Joe Carnahan
278,The Rookie,84%,153,2002,tt0265662,The Rookie,2002,"Drama,Family,Sport",7.0,29650.0,nm0359387,John Lee Hancock
279,The Rookie,84%,153,2002,tt0360993,The Rookie,2002,Short,5.9,14.0,nm1350727,Per-Ivar Jensen
280,Blind Spot: Hitler's Secretary,86%,85,2002,,,,,,,,
281,Lawless Heart,87%,53,2002,,,,,,,,
282,Spider,84%,135,2002,tt0278731,Spider,2002,"Drama,Mystery,Thriller",6.8,33492.0,nm0000343,David Cronenberg
283,Metropolis,86%,63,2002,,,,,,,,
284,Son of the Bride,86%,57,2002,,,,,,,,
285,One Hour Photo,81%,196,2002,tt0265459,One Hour Photo,2002,"Drama,Thriller",6.8,107440.0,nm0738796,Mark Romanek
286,One Hour Photo,81%,196,2002,tt0512176,One Hour Photo,2002,Documentary,7.4,8.0,\N,
287,The Good Girl,82%,158,2002,tt0279113,The Good Girl,2002,"Drama,Romance",6.4,41190.0,nm0037708,Miguel Arteta
288,Road to Perdition,80%,215,2002,tt0257044,Road to Perdition,2002,"Crime,Drama,Thriller",7.7,226703.0,nm0005222,Sam Mendes
289,Kissing Jessica Stein,83%,120,2002,,,,,,,,
290,Elling,85%,59,2002,,,,,,,,
291,The Royal Tenenbaums,80%,207,2002,,,,,,,,
292,Real Women Have Curves,84%,85,2002,tt0296166,Real Women Have Curves,2002,"Comedy,Drama",6.9,6587.0,nm0136603,Patricia Cardoso
293,La Stanza del Figlio (The Son's Room),84%,83,2002,,,,,,,,
294,Morvern Callar,84%,80,2002,tt0300214,Morvern Callar,2002,Drama,6.8,8333.0,nm0708903,Lynne Ramsay
295,Punch-Drunk Love,80%,192,2002,tt0272338,Punch-Drunk Love,2002,"Comedy,Drama,Romance",7.3,131051.0,nm0000759,Paul Thomas Anderson
296,The Hours,80%,192,2002,tt0274558,The Hours,2002,"Drama,Romance",7.6,115787.0,nm0197636,Stephen Daldry
297,Margaret Cho - Notorious C.H.O.,84%,68,2002,,,,,,,,
298,Barbershop,82%,124,2002,tt0303714,Barbershop,2002,"Comedy,Drama",6.3,27664.0,nm1103162,Tim Story
299,The Believer,83%,92,2002,tt0512183,The Believer,2002,Documentary,6.8,5.0,\N,
300,Stuart Little 2,81%,123,2002,tt0243585,Stuart Little 2,2002,"Adventure,Animation,Comedy",5.5,44908.0,nm0591450,Rob Minkoff
301,Stuart Little 2,81%,123,2002,tt1064910,Stuart Little 2,2002,"Action,Adventure,Comedy",6.3,17.0,\N,
302,All or Nothing,82%,92,2002,tt0286261,All or Nothing,2002,Drama,7.6,9196.0,nm0005139,Mike Leigh
303,Pauline & Paulette,83%,54,2002,,,,,,,,
304,Drumline,82%,84,2002,tt0303933,Drumline,2002,"Comedy,Drama,Music",5.7,31477.0,nm0831690,Charles Stone III
305,Satin Rouge,83%,47,2002,,,,,,,,
306,Better Luck Tomorrow,81%,106,2002,tt0280477,Better Luck Tomorrow,2002,"Crime,Drama,Romance",7.1,8592.0,nm0510912,Justin Lin
307,Antwone Fisher,79%,151,2002,tt0168786,Antwone Fisher,2002,"Biography,Drama",7.3,30414.0,nm0000243,Denzel Washington
308,Secret Ballot,82%,57,2002,,,,,,,,
309,Sunshine State,80%,109,2002,tt0286179,Sunshine State,2002,"Drama,Romance",6.9,3665.0,nm0000626,John Sayles
310,Gigantic,82%,45,2002,,,,,,,,
311,8 Women (8 Femmes),79%,125,2002,,,,,,,,
312,The Wild Thornberrys Movie,80%,89,2002,tt0282120,The Wild Thornberrys Movie,2002,"Adventure,Animation,Comedy",5.4,13339.0,"nm0539782,nm0569814",
313,Tully,81%,53,2002,,,,,,,,
314,Biggie and Tupac,81%,47,2002,tt0303356,Biggie and Tupac,2002,"Biography,Crime,Documentary",6.8,4234.0,nm0112374,Nick Broomfield
315,Ice Age,77%,166,2002,tt0268380,Ice Age,2002,"Adventure,Animation,Comedy",7.5,396398.0,"nm0917188,nm0757858",
316,Ice Age,77%,166,2002,tt0636133,Ice Age,2002,"Action,Adventure,Sci-Fi",7.4,24.0,nm0141291,Michael Carson
317,Ice Age,77%,166,2002,tt6423052,Ice Age,2002,Action,6.6,30.0,\N,
318,Nicholas Nickleby,78%,126,2002,tt0309912,Nicholas Nickleby,2002,"Adventure,Drama,Romance",7.2,10750.0,nm0569790,Douglas McGrath
319,8 Mile,75%,213,2002,tt0298203,8 Mile,2002,"Drama,Music",7.1,226330.0,nm0000436,Curtis Hanson
320,Changing Lanes,77%,151,2002,tt0264472,Changing Lanes,2002,"Drama,Thriller",6.5,63159.0,nm0585011,Roger Michell
321,Last Orders,79%,89,2002,,,,,,,,
322,Tadpole,78%,107,2002,,,,,,,,
323,Undercover Brother,77%,130,2002,tt0279493,Undercover Brother,2002,"Action,Comedy",5.8,31832.0,nm0002700,Malcolm D. Lee
324,Secretary,76%,155,2002,tt0274812,Secretary,2002,"Comedy,Drama,Romance",7.0,76763.0,nm0787601,Steven Shainberg
325,Panic Room,75%,185,2002,tt0258000,Panic Room,2002,"Crime,Drama,Thriller",6.8,235222.0,nm0000399,David Fincher
326,Gangs of New York,74%,209,2002,tt0217505,Gangs of New York,2002,"Crime,Drama",7.5,368076.0,nm0000217,Martin Scorsese
327,Signs,73%,233,2002,tt0286106,Signs,2002,"Drama,Mystery,Sci-Fi",6.7,313644.0,nm0796117,M. Night Shyamalan
328,The Dangerous Lives of Altar Boys,77%,111,2002,tt0238924,The Dangerous Lives of Altar Boys,2002,"Comedy,Drama",7.0,12655.0,nm0136775,Peter Care
329,Igby Goes Down,76%,135,2002,tt0280760,Igby Goes Down,2002,"Comedy,Drama",7.0,30773.0,nm0824882,Burr Steers
330,Warm Water Under a Red Bridge (Akai Hashi No Shita Noo Nurui Mizu),79%,43,2002,,,,,,,,
331,My Big Fat Greek Wedding,76%,129,2002,tt0259446,My Big Fat Greek Wedding,2002,"Comedy,Drama,Romance",6.6,112902.0,nm0959034,Joel Zwick
332,Frida,75%,153,2002,tt0120679,Frida,2002,"Biography,Drama,Romance",7.4,73885.0,nm0853380,Julie Taymor
333,Comedian,77%,90,2002,tt0328962,Comedian,2002,"Comedy,Documentary",7.0,6028.0,nm1226523,Christian Charles
334,11'09''01 - September 11,78%,58,2002,,,,,,,,
335,Finding Nemo,99%,262,2003,tt0266543,Finding Nemo,2003,"Adventure,Animation,Comedy",8.1,856377.0,"nm0881279,nm0004056",
336,Finding Nemo,99%,262,2003,tt0401422,Finding Nemo,2003,"Action,Adventure,Drama",7.2,408.0,\N,
337,Lost In Translation,95%,228,2003,,,,,,,,
338,Capturing the Friedmans,97%,152,2003,tt0342172,Capturing the Friedmans,2003,"Biography,Documentary",7.8,22166.0,nm1285613,Andrew Jarecki
339,The Lord of the Rings: The Return of the King,93%,272,2003,tt0167260,The Lord of the Rings: The Return of the King,2003,"Adventure,Drama,Fantasy",8.9,1471662.0,nm0001392,Peter Jackson
340,The Lord of the Rings: The Return of the King,93%,272,2003,tt0387360,The Lord of the Rings: The Return of the King,2003,"Action,Adventure,Drama",8.3,2108.0,"nm2465338,nm2452457",
341,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,96%,140,2003,tt0317910,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,2003,"Biography,Documentary,History",8.2,21603.0,nm0001554,Errol Morris
342,American Splendor,94%,186,2003,tt0305206,American Splendor,2003,"Biography,Comedy,Drama",7.5,45337.0,"nm0075849,nm0700301",
343,Sweet Sixteen,97%,88,2003,,,,,,,,
344,Raising Victor Vargas,96%,109,2003,,,,,,,,
345,Bus 174 (Ônibus 174),97%,78,2003,,,,,,,,
346,Chavez: Inside the Coup,98%,47,2003,,,,,,,,
347,Winged Migration,95%,133,2003,,,,,,,,
348,The Station Agent,94%,158,2003,tt0340377,The Station Agent,2003,"Comedy,Drama",7.7,63535.0,nm0565336,Tom McCarthy
349,To Be and to Have (Etre et Avoir),97%,59,2003,,,,,,,,
350,The Triplets of Belleville,94%,147,2003,tt0286244,The Triplets of Belleville,2003,"Animation,Comedy,Drama",7.8,47450.0,nm0158984,Sylvain Chomet
351,Dirty Pretty Things,94%,142,2003,,,,,,,,
352,Festival Express,96%,80,2003,tt0372279,Festival Express,2003,"Documentary,History,Music",7.6,2036.0,"nm0194151,nm0806736",
353,School of Rock,91%,196,2003,tt0332379,School of Rock,2003,"Comedy,Music",7.1,242020.0,nm0000500,Richard Linklater
354,Los Angeles Plays Itself,96%,45,2003,tt0379357,Los Angeles Plays Itself,2003,"Documentary,History",8.0,1860.0,nm0026263,Thom Andersen
355,Lost in La Mancha,94%,100,2003,,,,,,,,
356,"Spring, Summer, Fall, Winter...and Spring",94%,99,2003,,,,,,,,
357,Shattered Glass,91%,172,2003,tt0323944,Shattered Glass,2003,"Drama,History",7.2,31447.0,nm0712753,Billy Ray
358,Cidade de Deus (City of God),91%,159,2003,,,,,,,,
359,The Best of Youth (La meglio gioventù),94%,63,2003,,,,,,,,
360,Whale Rider,91%,151,2003,,,,,,,,
361,The Magdalene Sisters,91%,149,2003,,,,,,,,
362,The Man on the Train (L'homme du train),92%,114,2003,,,,,,,,
363,Alien: The Director's Cut,94%,49,2003,,,,,,,,
364,Far From Heaven,88%,218,2003,,,,,,,,
365,In America,89%,176,2003,,,,,,,,
366,Mystic River,88%,204,2003,tt0327056,Mystic River,2003,"Crime,Drama,Mystery",8.0,385547.0,nm0000142,Clint Eastwood
367,Baadasssss!,91%,108,2003,tt0367790,Baadasssss!,2003,"Biography,Drama",7.4,4508.0,nm0005522,Mario Van Peebles
368,Saraband,91%,85,2003,tt0299478,Saraband,2003,"Drama,Music",7.7,6395.0,nm0000005,Ingmar Bergman
369,Stevie,91%,75,2003,,,,,,,,
370,28 Days Later,86%,225,2003,,,,,,,,
371,I'm Not Scared (Io non ho paura),90%,100,2003,,,,,,,,
372,X2: X-Men United,85%,243,2003,tt0290334,X2: X-Men United,2003,"Action,Adventure,Sci-Fi",7.5,475189.0,nm0001741,Bryan Singer
373,X2: X-Men United,85%,243,2003,tt0594963,X2: X-Men United,2003,"Documentary,Short",7.1,24.0,\N,
374,A Mighty Wind,87%,175,2003,tt0310281,A Mighty Wind,2003,"Comedy,Music",7.3,24196.0,nm0001302,Christopher Guest
375,Tokyo Godfathers,90%,67,2003,tt0388473,Tokyo Godfathers,2003,"Adventure,Animation,Comedy",7.9,25932.0,"nm1561203,nm0464804",
376,Master and Commander: The Far Side of the World,85%,213,2003,tt0311113,Master and Commander: The Far Side of the World,2003,"Action,Adventure,Drama",7.4,188151.0,nm0001837,Peter Weir
377,Freaky Friday,87%,151,2003,tt0322330,Freaky Friday,2003,"Comedy,Family,Fantasy",6.2,114142.0,nm0914134,Mark Waters
378,Kill Bill: Volume 1,84%,232,2003,,,,,,,,
379,Memories of Murder,90%,40,2003,tt0353969,Memories of Murder,2003,"Action,Crime,Drama",8.1,98474.0,nm0094435,Joon-ho Bong
380,Zatôichi (The Blind Swordsman: Zatoichi),87%,126,2003,,,,,,,,
381,The Quiet American,86%,154,2003,,,,,,,,
382,In This World,89%,63,2003,,,,,,,,
383,Bend It like Beckham,85%,152,2003,,,,,,,,
384,The Five Obstructions,88%,60,2003,tt0354575,The Five Obstructions,2003,Documentary,7.5,7540.0,"nm0504654,nm0001885",
385,The Son (Le Fils),88%,58,2003,,,,,,,,
386,Intimate Strangers,86%,104,2003,,,,,,,,
387,Elf,83%,192,2003,tt0319343,Elf,2003,"Comedy,Family,Fantasy",6.9,189689.0,nm0269463,Jon Favreau
388,Funny Ha Ha,87%,39,2003,,,,,,,,
389,The Cuckoo,87%,63,2003,,,,,,,,
390,Dracula: Pages From a Virgin's Diary,87%,62,2003,,,,,,,,
391,Pieces of April,84%,150,2003,tt0311648,Pieces of April,2003,"Comedy,Drama",7.1,19228.0,nm0373282,Peter Hedges
392,Noi the Albino (Nói albínói),87%,52,2003,,,,,,,,
393,Ten,87%,52,2003,,,,,,,,
394,Matchstick Men,82%,186,2003,tt0325805,Matchstick Men,2003,"Comedy,Crime,Drama",7.3,117354.0,nm0000631,Ridley Scott
395,The Secret Lives of Dentists,85%,95,2003,,,,,,,,
396,Swimming Pool,83%,153,2003,tt0324133,Swimming Pool,2003,"Crime,Drama,Mystery",6.8,39135.0,nm0654830,François Ozon
397,Monsieur Ibrahim et les fleurs du Coran (Monsieur Ibrahim),85%,81,2003,,,,,,,,
398,Tibet: Cry of the Snow Lion,86%,50,2003,,,,,,,,
399,Yossi & Jagger,86%,42,2003,,,,,,,,
400,A Tale of Two Sisters,85%,60,2003,tt0365376,A Tale of Two Sisters,2003,"Drama,Horror,Thriller",7.2,50118.0,nm0453518,Jee-woon Kim
401,The Barbarian Invasions (Les Invasions barbares),82%,133,2003,,,,,,,,
402,Lilja 4-ever,84%,69,2003,,,,,,,,
403,Pirates of the Caribbean: The Curse of the Black Pearl,79%,216,2003,tt0325980,Pirates of the Caribbean: The Curse of the Black Pearl,2003,"Action,Adventure,Fantasy",8.0,955032.0,nm0893659,Gore Verbinski
404,Gloomy Sunday,84%,64,2003,,,,,,,,
405,21 Grams,80%,183,2003,tt0315733,21 Grams,2003,"Crime,Drama,Thriller",7.7,211547.0,nm0327944,Alejandro G. Iñárritu
406,Thirteen,81%,152,2003,tt0328538,Thirteen,2003,Drama,6.8,75421.0,nm0362566,Catherine Hardwicke
407,Chaos,84%,51,2003,,,,,,,,
408,Bukowski: Born into This,84%,49,2003,tt0342150,Bukowski: Born into This,2003,"Biography,Documentary",7.9,3168.0,nm1521023,John Dullaghan
409,Bad Santa,78%,217,2003,tt0307987,Bad Santa,2003,"Comedy,Crime,Drama",7.1,126738.0,nm0959062,Terry Zwigoff
410,Stone Reader,83%,65,2003,,,,,,,,
411,Amandla! A Revolution in Four-Part Harmony,83%,63,2003,,,,,,,,
412,Open Range,79%,183,2003,tt0316356,Open Range,2003,"Action,Drama,Romance",7.5,61501.0,nm0000126,Kevin Costner
413,Confessions of a Dangerous Mind,79%,164,2003,,,,,,,,
414,Chihwaseon,83%,41,2003,,,,,,,,
415,25th Hour,78%,174,2003,,,,,,,,
416,Seabiscuit,77%,202,2003,tt0329575,Seabiscuit,2003,"Drama,History,Sport",7.3,62853.0,nm0002657,Gary Ross
417,Seabiscuit,77%,202,2003,tt0372513,Seabiscuit,2003,"Biography,Documentary,History",8.0,84.0,nm0412350,Stephen Ives
418,Step Into Liquid,81%,80,2003,tt0308508,Step Into Liquid,2003,"Documentary,Sport",7.5,2482.0,nm1440144,Dana Brown
419,Ghosts of the Abyss,80%,102,2003,tt0297144,Ghosts of the Abyss,2003,"Documentary,Family",6.9,4672.0,nm0000116,James Cameron
420,Divine Intervention,81%,69,2003,,,,,,,,
421,Blue Car,80%,88,2003,,,,,,,,
422,The Cooler,77%,173,2003,tt0318374,The Cooler,2003,"Drama,Romance",7.0,30806.0,nm0469694,Wayne Kramer
423,The Cooler,77%,173,2003,tt0512186,The Cooler,2003,Documentary,6.3,7.0,\N,
424,Stoked: The Rise and Fall of Gator,81%,47,2003,,,,,,,,
425,Charlotte Sometimes,81%,43,2003,,,,,,,,
426,Mondays in the Sun (Los Lunes al sol),80%,69,2003,,,,,,,,
427,Big Fish,75%,217,2003,tt0319061,Big Fish,2003,"Adventure,Drama,Fantasy",8.0,387405.0,nm0000318,Tim Burton
428,Owning Mahowny,79%,95,2003,tt0285861,Owning Mahowny,2003,"Crime,Drama,Thriller",7.1,11857.0,nm0477193,Richard Kwietniowski
429,The Good Thief,77%,146,2003,tt0295284,The Good Thief,2003,\N,5.5,46.0,nm1045559,R.T. Herwig
430,Friday Night,80%,54,2003,tt0357680,Friday Night,2003,"Drama,Short",2.6,36.0,nm0289186,Paul Fox
431,I Capture the Castle,79%,84,2003,tt0300015,I Capture the Castle,2003,"Drama,Romance",7.0,6503.0,nm0299563,Tim Fywell
432,Bubba Ho-Tep,78%,106,2003,,,,,,,,
433,Holes,77%,136,2003,tt0311289,Holes,2003,"Adventure,Comedy,Drama",7.0,69439.0,nm0001112,Andrew Davis
434,The Matrix Reloaded,73%,245,2003,tt0234215,The Matrix Reloaded,2003,"Action,Sci-Fi",7.2,473749.0,"nm0905152,nm0905154",
435,Intolerable Cruelty,75%,183,2003,tt0138524,Intolerable Cruelty,2003,"Comedy,Crime,Romance",6.3,84954.0,"nm0001054,nm0001053",
436,Tupac: Resurrection,78%,89,2003,tt0343121,Tupac: Resurrection,2003,"Biography,Documentary,Music",8.0,8577.0,nm1020749,Lauren Lazin
437,Peter Pan,76%,144,2003,tt0316396,Peter Pan,2003,"Adventure,Family,Fantasy",6.9,61043.0,nm0389591,P.J. Hogan
438,House of Sand and Fog,74%,182,2003,tt0315983,House of Sand and Fog,2003,"Crime,Drama",7.6,61443.0,nm1166926,Vadim Perelman
439,Calendar Girls,75%,124,2003,tt0337909,Calendar Girls,2003,"Comedy,Drama",6.9,21667.0,nm0170719,Nigel Cole
440,The Incredibles,97%,240,2004,tt0317705,The Incredibles,2004,"Action,Adventure,Animation",8.0,593048.0,nm0083348,Brad Bird
441,The Incredibles,97%,240,2004,tt0433576,The Incredibles,2004,"Action,Adventure,Animation",7.5,963.0,nm1802012,Shiraz Akmal
442,Sideways,96%,227,2004,tt0375063,Sideways,2004,"Comedy,Drama,Romance",7.5,168650.0,nm0668247,Alexander Payne
443,Spider-Man 2,93%,270,2004,tt0316654,Spider-Man 2,2004,"Action,Adventure,Sci-Fi",7.3,493261.0,nm0000600,Sam Raimi
444,Spider-Man 2,93%,270,2004,tt0411906,Spider-Man 2,2004,"Action,Adventure,Crime",7.7,4133.0,nm2308645,Tomo Moriwaki
445,Spider-Man 2,93%,270,2004,tt0594909,Spider-Man 2,2004,"Documentary,Short",9.6,8.0,\N,
446,Maria Full of Grace,97%,144,2004,tt0390221,Maria Full of Grace,2004,"Crime,Drama",7.5,32569.0,nm0551358,Joshua Marston
447,Hero,95%,205,2004,,,,,,,,
448,Moolaadé,99%,73,2004,tt0416991,Moolaadé,2004,Drama,7.7,3226.0,nm0783733,Ousmane Sembene
449,The Twilight Samurai (Tasogare Seibei),99%,69,2004,,,,,,,,
450,Eternal Sunshine Of The Spotless Mind,93%,239,2004,,,,,,,,
451,Before Sunset,95%,173,2004,tt0381681,Before Sunset,2004,"Drama,Romance",8.1,205266.0,nm0000500,Richard Linklater
452,Million Dollar Baby,91%,267,2004,tt0405159,Million Dollar Baby,2004,"Drama,Sport",8.1,580758.0,nm0000142,Clint Eastwood
453,Control Room,96%,110,2004,tt0391024,Control Room,2004,Documentary,7.8,4913.0,nm0636675,Jehane Noujaim
454,Osama,96%,102,2004,,,,,,,,
455,Shaun of the Dead,92%,205,2004,tt0365748,Shaun of the Dead,2004,"Comedy,Horror",7.9,464809.0,nm0942367,Edgar Wright
456,Touching the Void,94%,140,2004,,,,,,,,
457,Born Into Brothels,95%,107,2004,,,,,,,,
458,Harry Potter and the Prisoner of Azkaban,90%,255,2004,tt0304141,Harry Potter and the Prisoner of Azkaban,2004,"Adventure,Family,Fantasy",7.9,482895.0,nm0190859,Alfonso Cuarón
459,Harry Potter and the Prisoner of Azkaban,90%,255,2004,tt0414084,Harry Potter and the Prisoner of Azkaban,2004,"Action,Adventure,Fantasy",7.5,1158.0,\N,
460,Since Otar Left,96%,56,2004,,,,,,,,
461,The Return,95%,86,2004,tt0618192,The Return,2004,"Action,Adventure,Animation",8.7,346.0,nm1690966,Joaquim Dos Santos
462,The Return,95%,86,2004,tt0645856,The Return,2004,"Action,Adventure,Animation",7.9,18.0,nm0674919,Sue Perrotto
463,Plagues & Pleasures on the Salton Sea,96%,49,2004,,,,,,,,
464,Super Size Me,92%,170,2004,tt0390521,Super Size Me,2004,"Comedy,Documentary,Drama",7.2,95133.0,nm1041597,Morgan Spurlock
465,The Story of the Weeping Camel,94%,102,2004,,,,,,,,
466,Hotel Rwanda,91%,193,2004,tt0395169,Hotel Rwanda,2004,"Biography,Drama,History",8.1,310748.0,nm0313623,Terry George
467,Vera Drake,92%,158,2004,tt0383694,Vera Drake,2004,"Crime,Drama",7.7,22314.0,nm0005139,Mike Leigh
468,End of the Century: The Story of the Ramones,95%,62,2004,,,,,,,,
469,Shrek 2,89%,236,2004,tt0298148,Shrek 2,2004,"Adventure,Animation,Comedy",7.2,376512.0,"nm0038432,nm0011470,nm0970447",
470,Shrek 2,89%,236,2004,tt0410595,Shrek 2,2004,"Action,Adventure,Animation",6.9,259.0,\N,
471,Lost Boys of Sudan,95%,44,2004,,,,,,,,
472,The Agronomist,94%,71,2004,,,,,,,,
473,Kinsey,90%,195,2004,tt0362269,Kinsey,2004,"Biography,Drama,Romance",7.1,45680.0,nm0174374,Bill Condon
474,Riding Giants,93%,95,2004,tt0389326,Riding Giants,2004,"Documentary,History,Sport",7.9,4146.0,nm0672769,Stacy Peralta
475,My Architect,93%,91,2004,,,,,,,,
476,Downfall (Der Untergang),91%,138,2004,,,,,,,,
477,Tarnation,92%,103,2004,,,,,,,,
478,Nobody Knows (Dare mo shiranai),92%,93,2004,,,,,,,,
479,La demoiselle d'honneur (The Bridesmaid),92%,52,2004,,,,,,,,
480,The Corporation,90%,110,2004,,,,,,,,
481,Collateral,86%,234,2004,tt0369339,Collateral,2004,"Crime,Drama,Thriller",7.5,333067.0,nm0000520,Michael Mann
482,Collateral,86%,234,2004,tt0594829,Collateral,2004,"Documentary,Short",7.2,16.0,nm0340029,Tjardus Greidanus
483,House of Flying Daggers,88%,171,2004,tt0385004,House of Flying Daggers,2004,"Action,Adventure,Drama",7.6,101577.0,nm0955443,Yimou Zhang
484,"Good Bye, Lenin!",90%,108,2004,,,,,,,,
485,Kitchen Stories,91%,74,2004,,,,,,,,
486,The Aviator,86%,220,2004,tt0338751,The Aviator,2004,"Biography,Drama",7.5,305012.0,nm0000217,Martin Scorsese
487,The Aviator,86%,220,2004,tt0602023,The Aviator,2004,"Documentary,History",4.6,17.0,\N,
488,Shaolin Soccer,90%,93,2004,,,,,,,,
489,Mean Creek,89%,124,2004,tt0377091,Mean Creek,2004,"Crime,Drama",7.2,29004.0,nm1096524,Jacob Estes
490,Metallica: Some Kind of Monster,89%,123,2004,tt0387412,Metallica: Some Kind of Monster,2004,"Documentary,Music",7.5,15889.0,"nm0075666,nm0802501",
491,Metallica: Some Kind of Monster,89%,123,2004,tt7584774,Metallica: Some Kind of Monster,2004,"Music,Short",6.4,29.0,nm0802501,Bruce Sinofsky
492,My Summer of Love,90%,91,2004,tt0382189,My Summer of Love,2004,"Drama,Romance,Thriller",6.8,18409.0,nm0667734,Pawel Pawlikowski
493,The Woodsman,88%,130,2004,tt0361127,The Woodsman,2004,Drama,7.2,30252.0,nm0975026,Nicole Kassell
494,Garden State,86%,191,2004,tt0333766,Garden State,2004,"Comedy,Drama,Romance",7.5,200616.0,nm0103785,Zach Braff
495,Garden State,86%,191,2004,tt0512169,Garden State,2004,Documentary,8.8,8.0,\N,
