,genre_ids,id,original_title,overview,popularity,release_date,title,vote_average,vote_count,release_year,release_month
6085,"[18, 53, 878]",39538,Contagion,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.",8.87,2011-09-08,Contagion,6.3,2046,2011.0,9.0
6086,"[18, 878]",74524,Contagion,"In the 21st Century, terrorists have developed a new way to strike: disease. Not only have they created a deadly Level Four Ebola virus, their first victim is the President of the United States. The virus is particularly contagious and is spreading. If a cure cannot be found, the only chance for saving the world from epidemic is for the army to destroy the hospital and the town where the victims, including the President, are currently contained. The clock is ticking. As doctors search for a cure the military seeks to annihilate them all in a race to stop the deadly path of the contagion. Can the spread be stopped before its too late?",1.4,2002-05-15,Contagion,3.8,5,2002.0,5.0
6087,"[27, 28, 53, 878]",49830,Contagion,Seven misfits are trapped by a flesh eating slime creature. And no TV!,1.388,2010-03-29,Bio Slime,4.0,5,2010.0,3.0
6088,"[28, 878, 53]",53310,Sci-fighters,A renegade police officer tracks a rapist spreading a deadly virus around 2009 Boston.,1.4,1996-12-30,Sci-fighters,4.9,8,1996.0,12.0
6089,"[27, 28, 53, 878]",85153,Contagion,A real estate agent is lured to a run-down mansion only to be trapped and tortured by ghosts.,0.6,1988-03-01,Contagion,6.1,4,1988.0,3.0
6090,"[27, 28]",47177,Devil's Playground,"As the world succumbs to a zombie apocalypse, Cole - a hardened mercenary - is chasing the one person who can provide a cure. Not only to the plague but to Cole's own incumbent destiny.",3.971,2010-08-21,Devil's Playground,5.1,55,2010.0,8.0
6091,"[53, 28, 878]",53086,Paragraf 78 - Film Pervyy,"The peoples of the world has finally managed to agree on the most important issues on the planet and there was long overdue balance. Signed an agreement to terminate development of weapons of mass destruction, but in secret all the superpowers continue to build up military power on classified sites, which seemed never existed. Goodwin, a former commander of special forces, is tasked to collect his former people responsible for the mission. Something very serious has happened to the base where secretly working to develop a new combat the virus, and more recent cohorts, who have almost nothing left in common, have come together again...",2.989,2007-02-21,Paragraph 78: Film One,5.6,18,2007.0,2.0
6092,[],564557,Contagion! The BBC Four Pandemic,"The government rates the global outbreak of a deadly flu virus as a major threat to the UK. It could happen at any time. To predict the impact of the next pandemic more accurately than ever before, new data is needed. Dr Hannah Fry is on the case.  She sets out to recruit the nation to download the BBC Pandemic app in a ground-breaking experiment to help plan for when that happens. How quickly will it spread? How many could it kill? What can we do about it?  Hannah masterminds the experiment and adopts the role of Patient Zero by walking the streets to launch the outbreak. Meanwhile, an emergency physician finds out why flu is still such a danger a century after flu killed up to 100mi people. He meets researchers trying to discover what makes some people more contagious and visits a factory that will produce vaccine when the next pandemic flu virus emerges.  Armed with the information he gathers and the results of the BBC Four Pandemic experiment, they make a shocking revelation.",0.6,2018-03-22,Contagion! The BBC Four Pandemic,0.0,0,2018.0,3.0
6093,[],464347,Les contagions barbares,"Why can't boys wear skirts and girls grow a mustache? Why have sex and religion come to replace the plague as our number one collective fear? Set in a folkloristic alpine background, Les contagions barbares is a whirlwind of questions that a child might ask. Through a melting pot of images and video extracts, folk music, medieval archives and handmade drawings, the childlike voiceover narrator embarks us on a journey where gender, sexuality and systemic violence collide with history, tradition, family taboos and even a Bobsleigh race.",0.6,2015-01-01,The Barbarian Contagions,0.0,0,2015.0,1.0
6094,"[27, 35]",316780,The Shower,A group of friends get trapped at a baby shower when a mysterious outbreak starts turning people into homicidal maniacs.,0.907,2013-10-06,The Shower,5.5,2,2013.0,10.0
6095,"[35, 18, 10751]",2616,Uncle Buck,"As an idle, good-natured bachelor, Uncle Buck is the last person you would think of to watch the kids. However, during a family crisis, he is suddenly left in charge of his nephew and nieces. Unaccustomed to suburban life, fun-loving Uncle Buck soon charms his younger relatives Miles and Maizy with his hefty cooking and his new way of doing the laundry. His carefree style does not impress everyone though - especially his rebellious teenage niece, Tia, and his impatient girlfriend, Chanice. With a little bit of luck and a lot of love, Uncle Buck manages to surprise everyone in this heartwarming family comedy.",6.648,1989-08-16,Uncle Buck,6.7,507,1989.0,8.0
6096,"[16, 35, 10751]",10378,Big Buck Bunny,"Follow a day of the life of Big Buck Bunny when he meets three bullying rodents: Frank, Rinky, and Gamera. The rodents amuse themselves by harassing helpless creatures by throwing fruits, nuts and rocks at them. After the deaths of two of Bunny's favorite butterflies, and an offensive attack on Bunny himself, Bunny sets aside his gentle nature and orchestrates a complex plan for revenge.",5.094,2008-04-10,Big Buck Bunny,6.2,82,2008.0,4.0
6097,[35],16279,The Great Buck Howard,When a law school dropout answers an advertisement to be a personal assistant he unknowingly signs on to work for a belligerent has-been magician struggling to resurrect his career. This leads to a journey across the country staging the comeback of a lifetime.,9.15,2008-01-18,The Great Buck Howard,5.9,123,2008.0,1.0
6098,[99],67273,Buck,"An examination of the life of acclaimed 'horse whisperer' Buck Brannaman, who recovered from years of child abuse to become a well-known expert in the interactions between horses and people.",1.422,2011-06-17,Buck,7.3,22,2011.0,6.0
6099,"[35, 10402]",29601,Buck Privates,"Petty con artists, Bud &amp; Lou mistakenly join the Army evading the cops. The cop chasing them winds up as their drill instructor. A rich young man and his former working class chauffeur are not only in the same unit, they're vying for a pretty girl who seems attracted to both.",2.035,1941-01-31,Buck Privates,6.8,17,1941.0,1.0
6100,"[35, 18]",44490,Chuck & Buck,"A 27-year-old amateur playwright with the maturity level of an adolescent reconnects with a childhood friend, and then proceeds to follow him back to Los Angeles and stalk him.",2.02,2000-01-21,Chuck & Buck,6.2,23,2000.0,1.0
6101,"[18, 53]",477201,1 Buck,"Shifting from one pocket to another, from one man's drama to another, a lowly dollar bill, 'one buck' takes us on an odyssey through the heart of a forgotten town in Louisiana.",1.695,2017-09-22,1 Buck,4.8,12,2017.0,9.0
6102,"[28, 12, 35, 27]",87341,The Further Adventures of Tennessee Buck,"Ken Manchester (Brant von Hoffman) and his beautiful rich wife Barbara Manchester (Kathy Shower) wire the drunk adventurer Buck Malone (David Keith) to take them on a hunting expedition in the jungle. However, the true purpose of the expedition was not just hunting.",1.67,1988-04-29,The Further Adventures of Tennessee Buck,4.7,7,1988.0,4.0
6103,[99],524078,Buck,"A three-minute visual essay on African-American stereotypes regarding sexuality, and their connections to pornography and modern society.",0.601,2015-05-13,Buck,0.0,0,2015.0,5.0
6104,[18],575160,Buck Run,"Set in rural Pennsylvania, 15-year-old Shaw, a bullied outsider, is trying to cope with his mother’s death and a reunion with his estranged, alcoholic father.",1.137,2019-01-06,Buck Run,0.0,0,2019.0,1.0
6105,"[35, 27]",187010,Buck Wild,A hunting vacation goes horribly awry for 4 friends after they accidentally shoot the lease's land owner.,1.031,2013-04-01,Buck Wild,4.2,14,2013.0,4.0
6106,[35],33478,Buck Privates Come Home,Two ex-soldiers return from overseas--one of them having smuggled into the country a French orphan girl he has become attached to. They wind up running into their old sergeant--who hates them--and getting involved with a race-car builder who's trying to find backers for a new midget racer he's building.,1.481,1947-04-04,Buck Privates Come Home,7.1,9,1947.0,4.0
6107,"[28, 35, 37]",26928,Buck and the Preacher,A wagon master and a con-man preacher help freed slaves dogged by cheap-labor agents out West.,1.201,1972-03-17,Buck and the Preacher,4.6,14,1972.0,3.0
6108,[12],281560,Buck and the Magic Bracelet,Children's adventure about a teenager and his dog,1.03,1999-08-01,Buck and the Magic Bracelet,5.5,4,1999.0,8.0
6109,[],553067,Let'Er Buck,"Let'Er Buck tells the amazing history and inspiring stories of cowboys and Native Americans, as a small Oregon town comes together for the Pendleton Round-Up.",0.84,,Let'Er Buck,0.0,0,,
6110,[],552046,Buck Fever,,0.84,2012-01-01,Buck Fever,0.0,0,2012.0,1.0
6111,[878],248001,Buck Rogers,"Buck Rogers and Buddy Wade are in the middle of a trans-polar dirigible flight when they are caught in a blizzard and crash. Buddy then releases a special gas to keep them in suspended animation until a rescue party can arrive. However, an avalanche covers the craft and the two are in suspended animation for 500 years. When they are found, they awake to find out that the world has been taken over by the outlaw army of Killer Kane. Along with Lieutenant Wilma Deering, Buck and Buddy join in the fight to overthrow Kane and with the help of Prince Tallen of Saturn and his forces, they eventually do and Earth is free of Kane's grip.",0.84,1939-04-10,Buck Rogers,7.0,3,1939.0,4.0
6112,"[878, 10770]",3786,Buck Rogers in the 25th Century,"Capt. William ""Buck"" Rogers is a jovial space cowboy who is accidentally time-warped from 1987 to 2491. Earth is engaged in interplanetary war following a global holocaust, and Buck's piloting skills make him an ideal starfighter recruit for the Earth Defense Directorate, where his closest colleagues are Dr. Huer (Tim O'Connor), squadron leader Col. Wilma Deering (former model Erin Gray, looking oh-so-foxy), the wisecracking robot Twiki (voiced by cartoon legend Mel Blanc), and a portable computer-brain named Dr. Theopolis, who's carried by Twiki like oversized bling-bling.",1.534,1979-03-02,Buck Rogers in the 25th Century,5.6,22,1979.0,3.0
6113,[],190763,Passing the Buck,Larry has to fight off a bunch of crooks who are after his bag of jewels.,0.874,1919-05-18,Passing the Buck,8.0,1,1919.0,5.0
6114,"[10751, 12, 37]",292750,Buck ai confini del cielo,"Loosely based upon Jack London's novels, this is a canine adventure set in the wilderness of the far North, amidst gold diggers, outlaws and children-in-distress.",1.061,1991-01-01,Buck at the Edge of Heaven,6.0,4,1991.0,1.0
6115,"[35, 18, 14]",38368,ลุงบุญมีระลึกชาติ,"Suffering from acute kidney failure, Boonmee has chosen to spend his final days surrounded by his loved ones in the countryside. Surprisingly, the ghost of his deceased wife appears to care for him, and his long lost son returns home in a non-human form. Contemplating the reasons for his illness, Boonmee treks through the jungle with his family to a mysterious hilltop cave—the birthplace of his first life.",5.116,2010-05-21,Uncle Boonmee Who Can Recall His Past Lives,6.7,114,2010.0,5.0
